table_name,total_rows,sampled,analyzed_rows,column_count,issues_found,columns_with_issues,status,duration_seconds,audit_timestamp,table_type,created_time,partition_column,partition_type,clustering_columns
TEST_COLUMN_CHECKS,5,false,5,11,0,0,OK,1.6867299999999998,2025-10-29 17:03:02 UTC,BASE TABLE,2025-10-28 17:40:24.486000+00:00,"","",""
TEST_JSON,0,false,0,2,0,0,OK,0.416387,2025-10-29 17:03:03 UTC,BASE TABLE,2024-03-08 19:57:31.832000+00:00,"","",""
