table_name,total_rows,analyzed_rows,sampled,column_name,column_dtype,null_count,null_pct,distinct_count,issue_type,issue_count,issue_pct,suggestion,examples,audit_timestamp
fct_avaibility,24417603,10000,true,station_name,String,0,0.0,1492,CASE_DUPLICATES,1,0.0,"","[('place du général de gaulle', ['Place Du Général De Gaulle', 'Place du Général de Gaulle'])]",2025-10-20T17:09:01.687937
fct_avaibility,24417603,10000,true,station_name,String,0,0.0,1492,SPECIAL_CHARACTERS,3825,38.25,"","['Decrès - Alésia', 'Silly - Galliéni']",2025-10-20T17:09:01.687937
