table_name,total_rows,analyzed_rows,sampled,column_name,column_dtype,null_count,null_pct,distinct_count,issue_type,issue_count,issue_pct,suggestion,examples,audit_timestamp
dtm_station_distance,2516982,10000,true,origin_station_name,String,0,0.0,1566,CASE_DUPLICATES,1,0.0,"","[('place du général de gaulle', ['Place du Général de Gaulle', 'Place Du Général De Gaulle'])]",2025-10-22T19:35:42.543581
dtm_station_distance,2516982,10000,true,origin_station_name,String,0,0.0,1566,SPECIAL_CHARACTERS,3815,38.15,"","[""Commandant l'Herminier - Gallieni"", 'Oberkampf - République']",2025-10-22T19:35:42.543581
dtm_station_distance,2516982,10000,true,dest_station_name,String,0,0.0,1569,CASE_DUPLICATES,1,0.0,"","[('place du général de gaulle', ['Place du Général de Gaulle', 'Place Du Général De Gaulle'])]",2025-10-22T19:35:42.543581
dtm_station_distance,2516982,10000,true,dest_station_name,String,0,0.0,1569,SPECIAL_CHARACTERS,3788,37.88,"","['Hôtel de Ville de Créteil', ""Chabrol - d'Hauteville""]",2025-10-22T19:35:42.543581
