table_name,total_rows,analyzed_rows,sampled,column_name,column_dtype,null_count,null_pct,distinct_count,issue_type,issue_count,issue_pct,suggestion,examples,audit_timestamp
dim_station,1587,1587,false,station_name,String,0,0.0,1570,CASE_DUPLICATES,1,,,"[('place du général de gaulle', ['Place Du Général De Gaulle', 'Place du Général de Gaulle'])]",2025-10-28 15:11:51 UTC
dim_station,1587,1587,false,capacity,Int64,0,0.0,72,VALUE_NOT_LESS_THAN,1359,85.63327032136105,Values should be < 20.0,"['22 [station_code=1002]', '43 [station_code=1003]', '33 [station_code=1006]']",2025-10-28 15:11:51 UTC
